"id","name","address1","address2","city","state","code","country","phone","website","filepath","descript","last_mod"
"1310","Union Colony Brewery",,,"Greeley","Colorado",,"United States",,,,,"2010-07-22 20:00:20"
"1311","Unionsbru Haidhausen","Einsteinstrae 42",,"Mnchen","Bayern",,"Germany","49-(0)89-/-477677",,,,"2010-07-22 20:00:20"
"1312","United Breweries Limited","1/1 Vittal Mallya Road",,"Bangalore",,,"India","91-80-22441",,,,"2010-07-22 20:00:20"
"1313","Upland Brewing","350 West Eleventh Street",,"Bloomington","Indiana","47404","United States","1-812-336-2337","http://www.uplandbeer.com",,"Located in downtown Bloomington, just a few blocks from Courthouse Square, we are open (and brewing award-winning beers) every day of the year except Thanksgiving, Christmas Day, and New Year's Day. The Tap Room and Biergarten has six everyday Upland beers on tap with additional Seasonal brews (Oktoberfest, Winter Warmer, Chocolate Stout, Maibockï¿½yea springtime!) throughout the year. (Check the News section opposite for seasonal release dates and related celebrations.) The Tap Room restaurant offers an eclectic menu of great pub grub (signature nachos, rib tips like no others) plus dinner fare that addresses sophisticated palates with cuisines from around the world. (Yes, we're a brew pub, but our wine list is excellent). Better yet, sign on to our Upland Update to learn who's performing. And while you're here be sure to check out the weekly dinner specials from the fertile imaginations of our excellent restaurant crew. Part of a group that's interested in brewing? Arrange for a brewery tour. We are proud of our hand-crafted, award-winning beers and would be delighted to guide you through the many stages involved in the brewing process. In the meantime, take the Virtual Tour for an inside look at how glorious stainless steel can be when directed to perform a noble task! Most of all, everyone here welcomes you to come by and partake of the Upland Experienceï¿½where great food, great beer, and great friends come together. Can't get to Bloomington? No problemo. As Indiana's largest microbrewer, you can find Upland beers in better stores, taverns, and restaurants throughout the state of Indiana.","2010-07-22 20:00:20"
"1314","Upper Mississippi Brewing",,,"Clinton","Iowa",,"United States",,,,,"2010-07-22 20:00:20"
"1315","Upstream Brewing Company at Legacy","17070 Wright Plaza",,"Omaha","Nebraska","68130","United States","1-402-778-0100",,,,"2010-07-22 20:00:20"
"1316","Upstream Brewing Old Market","514 South Eleventh Street",,"Omaha","Nebraska","68102","United States","1-402-344-0200","http://www.upstreambrewing.com/",,"Derived from the Native American meaning of Omaha, upstream or against the current, the Upstream Brewing Company is just thatï¿½a restaurant different from the rest. Since opening in 1996, the Upstream has been all about freshï¿½from the handcrafted beers to the locally grown produce to the lively atmosphere. Not to mention the friendly, knowledgeable staff. So stop in today, and find out why we've been named one of Omaha's Best several years running.","2010-07-22 20:00:20"
"1317","Ushers of Trowbridge",,,"Trowbridge","Wiltshire",,"United Kingdom",,,,,"2010-07-22 20:00:20"
"1318","Utah Brewers Cooperative","1763 South 300 West",,"Salt Lake City","Utah","84115","United States","1-801-466-8855","http://www.utahbeers.com/",,,"2010-07-22 20:00:20"
"1319","Utenos Alus","Pramons gatv 12",,"Utena",,,"Lithuania","370-39-69-023",,,,"2010-07-22 20:00:20"
"1320","Valley Brewing Company","1950 W. Fremont St.",,"Stockton","California","95204","United States","(209) 464-2739","http://www.valleybrew.com/",,,"2010-07-22 20:00:20"
"1321","Valley Forge Brewing",,,"Wayne","Pennsylvania",,"United States",,,,,"2010-07-22 20:00:20"
"1322","Van Honsebrouch",,,"Ingelmunster",,,"Belgium",,,,,"2010-07-22 20:00:20"
"1323","Vancouver Island Brewing","2330 Government Street",,"Victoria","British Columbia","0","Canada","1-250-361-0007",,,,"2010-07-22 20:00:20"
"1324","Vermont Pub & Brewery","144 College St.",,"Burlington","Vermont","5401","United States","(802) 865-0500","http://www.vermontbrewery.com/",,"VPB is the third oldest brewpub on the East Coast.","2010-07-22 20:00:20"
"1325","Vetterï¿½s Alt Heidelberger Brauhaus","Steingasse 9",,"Heidelberg","Baden-WÃ¼rttemberg","69117","Germany",,"http://www.brauhaus-vetter.de",,"Founded 1987, Vetter Old Heidelberg Brewpub, was the first Bewpub in Heidelberg.","2010-07-22 20:00:20"
"1326","Victory Brewing","420 Acorn Lane",,"Downingtown","Pennsylvania","19335","United States","1-610-873-0881","http://www.victorybeer.com",,,"2010-07-22 20:00:20"
"1327","Viking Brewing","234 Dallas Street West",,"Dallas","Wisconsin","54733","United States","1-715-837-1824",,,,"2010-07-22 20:00:20"
"1328","Vintage 50 Restaurant and Brew Lounge","50 Catoctin Ct. NE #100",,"Leesburg","Virginia","20176","United States","(703) 777-2169","http://www.vintage50.com/",,"Vintage 50, at this Leesburg, Virginia classically modern brewery.  Whether you enjoy a fine California cabernet paired with innovative New American fare, or a cold beer brewed on-site paired with classic comfort food, you will feel at home at Vintage 50. Guests will relax in style while enjoying libations from near and far as well as a menu that features fresh, seasonal ingredients.","2010-07-22 20:00:20"
"1329","Vivungs Bryggeri",,,"Romakloster",,,"Sweden",,,,,"2010-07-22 20:00:20"
"1330","Voodoo Brewing Co.,LLC","215 1/5 Arch St.",,"Meadville","Pennsylvania","16335","United States","1-(412)-468-0295","http://www.voodoobrewery.com/",,,"2010-07-22 20:00:20"
"1331","vyturio Alaus Darykla","Kuli vart 7",,"Klaipda",,"0","Lithuania","370-46-484-000",,,,"2010-07-22 20:00:20"
"1332","Wachusetts Brewing Company","175 State Road East",,"Westminster","Massachusetts","1473","United States","978-874-9965","http://www.wachusettbrew.com",,"History Wachusett Brewery founders Ned, Kevin and Peter developed a significant appreciation for beer while attending Worcester Polytechnic Institute. Adventures in biking, canoeing, and hiking that led the trio to the northern New England states allowed them to visit some of the first operating craft breweries. Armed with a we can do this attitude the three cast off from their careers in engineering and biology to found the Wachusett Brewing Co. in 1993. Wachusett Country Ale was introduced to beer fans of Massachusetts the next year after lots of experimenting to get the formula just right. When Wachusett opened, the three designed and built most of the equipment; did the brewing and filling, selling and delivering, and everything else that a small startup brewery needed. Ned, Kevin and Peter are now backed by some of the most passionate and capable co-workers in the industry. Wachusett Ales continue to be hand crafted with the finest ingredients available, bottled and kegged in our Westminster facility. The three have never strayed from their plan to brew and sell the freshest, highest quality beers possible.","2010-07-22 20:00:20"
"1333","Wagner Valley Brewing","9322 State Route 414",,"Lodi","New York","14860","United States","1-607-582-6450",,,,"2010-07-22 20:00:20"
"1334","Wainwright Brewing","3410 Sassafras Street",,"Pittsburgh","Pennsylvania",,"United States","1-412-692-1144",,,,"2010-07-22 20:00:20"
"1335","Walking Man Brewery","240 SW First Street",,"Stevenson","Washington","98648","United States","509.427.5520","http://www.walkingmanbrewing.com/",,,"2010-07-22 20:00:20"
"1336","Walldorff Brew Pub","105 East State Street",,"Hastings","Michigan","49508","United States","269 945-4400","http://walldorffbrewpub.com/",,,"2010-07-22 20:00:20"
"1337","Warsteiner Brauerei","Domring 4-10",,"Warstein","Nordrhein-Westfalen",,"Germany","49-(0)2902-/-880",,,,"2010-07-22 20:00:20"
"1338","Watch City Brewing","256 Moody Street",,"Waltham","Massachusetts","2453","United States","1-781-647-4000",,,,"2010-07-22 20:00:20"
"1339","Water Street Brewery","1101 North Water Street",,"Milwaukee","Wisconsin","53202","United States","1-414-272-1195",,,,"2010-07-22 20:00:20"
"1340","Water Street Lake Country","3191 Golf Road",,"Delafield","Wisconsin","53018","United States","1-262-646-7878",,,,"2010-07-22 20:00:20"
"1341","Water Tower Brewing",,,"Eden Prairie","Minnesota","55344","United States","1-952-941-8773",,,"(No longer brewing)","2010-07-22 20:00:20"
"1342","Watney Brewery",,,"London","London",,"United Kingdom",,,,,"2010-07-22 20:00:20"
"1343","Watson Brothers Brewhouse",,,"Blue Ash","Ohio",,"United States",,,,,"2010-07-22 20:00:20"
"1344","Wdi-Bru-Huus","Florhofstrasse 13",,"Wdenswil",,,"Switzerland","41-01-783-93-92",,,,"2010-07-22 20:00:20"
"1345","Weeping Radish Restaurant and Brewery - Manteo","525 N Virginia Dare Road",,"Manteo","North Carolina","27954","United States","1-800-896-5403",,,,"2010-07-22 20:00:20"
"1346","Weinkeller Brewery - Berwyn",,,"Berwyn","Illinois",,"United States",,,,,"2010-07-22 20:00:20"
"1347","Weissbierbrauerei Hopf","Schtzenstrae 8-10",,"Miesbach","Bayern",,"Germany","49-(0)8025-/-2959-0",,,,"2010-07-22 20:00:20"
"1348","Wells and (&) Youngs Brewing Company Ltd.",,,,,,"United Kingdom",,"http://www.bombardier.co.uk/bombardier",,,"2010-07-22 20:00:20"
"1349","WernesgrÃ¼ner Brauerei","Bergstrae 4",,"Steinberg/Sachsen","Sachsen",,"Germany","49-(0)37462-/-61-0","http://www.wernesgruener.de/",,"founded 1436","2010-07-22 20:00:20"
"1350","WernesgrÃ¼ner Brauerei GmbH",,,"Steinberg-WernesgrÃ¼n, Germany",,,"Germany",,"http://www.wernesgruener.de/",,"The WernesgrÃ¼ner Brewery or WernesgrÃ¼ner Brauerei GmbH is a brewery in Steinberg-WernesgrÃ¼n, Saxony, Germany. The brewery was founded in 1436 when the brothers Schorer acquired the rights to brew and open a tavern. After establishing property for bottling they soon began brewing on what would become the foundations of the WernesgrÃ¼ner Pils Legend. It is known as the aforementioned Pils Legend, because it was a bitter specialty during the communist period in Germany. [1] Throughout the company's history it has endured numerous changes of ownership. In 1762 the GÃ¼nnel family bought the Schorer brewery. In 1774 the MÃ¤nnel family took over the bottling properties. Even though at the end of the 19th century the label now had five independent breweries, the families were still competing with each other. By 1910 the company had established itself throughout Germany and the Netherlands, and was even served on the renowned Hapag-Lloyd ships that ran from Hamburg to America.[1] The company was acquired by the Bitburger Braugruppe GmbH in 2002. The current output is 850,000 hl per year.","2010-07-22 20:00:20"
"1351","Western Reserve Brewing",,,"Cleveland","Ohio",,"United States",,,,,"2010-07-22 20:00:20"
"1352","Weyerbacher Brewing Company","905 Line Street",,"Easton","Pennsylvania","18042","United States","1.610.559.5561","http://www.weyerbacher.com/",,"At Weyerbacher, we're passionate about our brews. That passion is reflected in the diversity of our offerings. We currently offer over twenty styles of beers. These range from our flagship beers Double Simcoe IPA, Hops Infusion, Merry Monks' Ale, Old Heathen and Blithering Idiot Barleywine to our big seasonals like QUAD and Imperial Pumpkin Ale. And don't forget our bourbon barrel beers: Heresy, Insanity, and Blasphemy ( and yes, we actually age them in real bourbon barrels, and we only use the barrels once). We practically have a new seasonal every month.","2010-07-22 20:00:20"
"1353","WH Brakspear & Sons",,,"Henley-on-Thames","Oxford",,"United Kingdom",,,,,"2010-07-22 20:00:20"
"1354","Wharf Rat","206 W. Pratt St.",,"Baltimore","Maryland","21201","United States","410-244-8900","http://www.thewharfrat.com",,,"2010-07-22 20:00:20"
"1355","Whim Ales","Hartington",,"Buxton","Derby",,"United Kingdom","44-(01298)-84991",,,,"2010-07-22 20:00:20"
"1356","Whitbread Beer Company","Porter Tun House",,"Luton","Bedford",,"United Kingdom","44-(01582)-391166",,,,"2010-07-22 20:00:20"
"1357","White Marsh Brewing Company","8149 Honeygo Blvd",,"White Marsh","Maryland","21236","United States","410.931.PUBS","http://www.redbrickstation.com/",,,"2010-07-22 20:00:20"
"1358","White Oak Cider","18452 NE Ribbon Ridge Road",,"Newberg","Oregon","97132","United States","1-503-538-0349",,,,"2010-07-22 20:00:20"
"1359","White Winter Winery","7665 US Highway 2",,"Iron River","Wisconsin","54847","United States","1-800-697-2006",,,,"2010-07-22 20:00:20"
"1360","Whitstable Brewery","Little Telpits Farm, Woodcock Lane",,"Maidstone","Kent",,"United Kingdom","44-(01622)-851007",,,,"2010-07-22 20:00:20"
"1361","Widmer Brothers Brewing","929 North Russell Street",,"Portland","Oregon","97227","United States","1-503-281-2437",,,,"2010-07-22 20:00:20"
"1362","Wild Duck Brewing",,,"Eugene","Oregon",,"United States",,,,,"2010-07-22 20:00:20"
"1363","Wild Goose Brewery, LLC","4607 Wedgewood Blvd.",,"Fredrick","Maryland","21703","United States","(301) 694-7899","http://www.wildgoosebrewery.com/",,,"2010-07-22 20:00:20"
"1364","Wild Onion Brewing",,,"Lake Barrington","Illinois",,"United States",,,,,"2010-07-22 20:00:20"
"1365","Wild River Brewing and Pizza - Cave Junction","249 North Redwood Highway",,"Cave Junction","Oregon","97523","United States","1-541-592-3556",,,,"2010-07-22 20:00:20"
"1366","William Kuether Brewing",,,"Clear Lake","Wisconsin",,"United States",,,,,"2010-07-22 20:00:20"
"1367","Williams Brothers Brewing Company","New Alloa Brewery",,"Alloa","Scotland",,"United Kingdom","44-(01259)-725511",,,,"2010-07-22 20:00:20"
"1368","Willoughby Brewing","4057 Erie Street",,"Willoughby","Ohio","44094","United States","1-440-975-0202",,,,"2010-07-22 20:00:20"
"1369","Wilmington Brewing",,,"Wilmington","North Carolina",,"United States",,,,,"2010-07-22 20:00:20"
"1370","Wisconsin Brewing",,,"Wauwatosa","Wisconsin",,"United States",,,,,"2010-07-22 20:00:20"
"1371","Wolf Pack Brewing","111 South Canyon Street",,"West Yellowstone","Montana","59758","United States","1-406-646-7727",,,,"2010-07-22 20:00:20"
"1372","Wolf Tongue Brewery","35 E. First St.",,"Nederland","Colorado",,"United States",,,,"Closed.","2010-07-22 20:00:20"
"1373","Woodforde's Norfolk Ales","Woodbastwick",,"Norwich","Norfolk",,"United Kingdom","44-(01603)-720353",,,,"2010-07-22 20:00:20"
"1374","Wrzburger Hofbru AG","Hchberger Strae 28",,"Wrzburg","Bayern",,"Germany","49-(0)931-/-4109-0",,,,"2010-07-22 20:00:20"
"1375","Wychwood Brewery","The Eagle Maltings",,"Witney","Oxford",,"United Kingdom","44-(01993)-890800",,,,"2010-07-22 20:00:20"
"1376","Wychwood Brewery Company Ltd",,,,,,"United Kingdom",,,,,"2010-07-22 20:00:20"
"1377","Wyder's Cider","255999 Eighth Street SW",,"Calgary","Alberta","0","Canada","1-510-832-4540",,,,"2010-07-22 20:00:20"
"1378","Wye Valley Brewery","Stoke Lacy HR7 4HG",,"Stoke Lacy","Hereford and Worcester",,"United Kingdom","44-(01885)-490505",,,,"2010-07-22 20:00:20"
